frame.time,http.host,ip.src
"Mar 17, 2015 06:54:44.824924000 UTC","s1.adformdsp.net","192.168.0.53"
"Mar 17, 2015 06:54:44.955508000 UTC","csi.gstatic.com","192.168.0.53"
"Mar 17, 2015 06:54:45.028466000 UTC","csi.gstatic.com","192.168.0.53"
"Mar 17, 2015 06:54:45.908717000 UTC","pagead2.googlesyndication.com","192.168.0.53"
"Mar 17, 2015 06:54:46.381182000 UTC","pagead2.googlesyndication.com","192.168.0.53"
"Mar 17, 2015 06:54:46.482616000 UTC","server.adformdsp.net","192.168.0.53"
"Mar 17, 2015 07:00:06.039347000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:00:06.130249000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:00:06.490098000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:00:06.530804000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:00:06.609920000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:00:06.980053000 UTC","www.pwned.se","95.199.31.163"
"Mar 17, 2015 07:03:13.147833000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:03:13.285195000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:03:13.406836000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:03:13.408620000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:03:13.537245000 UTC","www.pwned.se","37.48.77.227"
"Mar 17, 2015 07:03:42.341131000 UTC","www.facebook.se","192.168.0.53"
"Mar 17, 2015 07:03:42.530539000 UTC","sv-se.facebook.com","192.168.0.53"
"Mar 17, 2015 07:03:43.072658000 UTC","crl3.digicert.com","192.168.0.53"
"Mar 17, 2015 07:03:44.969704000 UTC","server.adformdsp.net","192.168.0.53"
"Mar 17, 2015 07:15:01.295655000 UTC","www.google.se","192.168.0.51"
"Mar 17, 2015 07:15:01.400623000 UTC","www.google.se","192.168.0.51"
"Mar 17, 2015 07:15:01.588308000 UTC","www.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:01.852348000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:01.852349000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:01.853871000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:01.870014000 UTC","ajax.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:15:01.909454000 UTC","fonts.googleapis.com","192.168.0.51"
"Mar 17, 2015 07:15:02.056369000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259192000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259192000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259192000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259192000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259193000 UTC","bttrack.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259329000 UTC","www.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.259336000 UTC","cdn.bttrack.com","192.168.0.51"
"Mar 17, 2015 07:15:02.299859000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.300363000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.345274000 UTC","c.amazon-adsystem.com","192.168.0.51"
"Mar 17, 2015 07:15:02.365045000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430106000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430113000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430115000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430118000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430341000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.430349000 UTC","www.googletagservices.com","192.168.0.51"
"Mar 17, 2015 07:15:02.609796000 UTC","aax.amazon-adsystem.com","192.168.0.51"
"Mar 17, 2015 07:15:02.727140000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:02.742107000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.744451000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:02.801561000 UTC","cdn.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:02.801839000 UTC","platform.twitter.com","192.168.0.51"
"Mar 17, 2015 07:15:02.813705000 UTC","connect.facebook.net","192.168.0.51"
"Mar 17, 2015 07:15:02.842280000 UTC","fonts.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:02.852779000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:15:02.859331000 UTC","cdn.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:02.884500000 UTC","b.scorecardresearch.com","192.168.0.51"
"Mar 17, 2015 07:15:02.894906000 UTC","platform.twitter.com","192.168.0.51"
"Mar 17, 2015 07:15:02.913889000 UTC","www.google-analytics.com","192.168.0.51"
"Mar 17, 2015 07:15:02.923912000 UTC","edge.quantserve.com","192.168.0.51"
"Mar 17, 2015 07:15:02.948476000 UTC","netstorage.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:02.950974000 UTC","api.bttrack.com","192.168.0.51"
"Mar 17, 2015 07:15:03.069284000 UTC","www.google-analytics.com","192.168.0.51"
"Mar 17, 2015 07:15:03.082277000 UTC","trc.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.140958000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.187710000 UTC","trc.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.193000000 UTC","pixel.quantserve.com","192.168.0.51"
"Mar 17, 2015 07:15:03.193000000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.245003000 UTC","tags.bkrtx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.248181000 UTC","cdn.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.257947000 UTC","ads.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.258418000 UTC","ip.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.326561000 UTC","ads.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.337761000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:03.357518000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.357518000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.361408000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.361408000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.361408000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.368517000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.368517000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.369973000 UTC","images.taboola.com","192.168.0.51"
"Mar 17, 2015 07:15:03.413602000 UTC","dmp.springserve.com","192.168.0.51"
"Mar 17, 2015 07:15:03.413829000 UTC","purch.sync.go.sonobi.com","192.168.0.51"
"Mar 17, 2015 07:15:03.452492000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:03.538772000 UTC","sync.mathtag.com","192.168.0.51"
"Mar 17, 2015 07:15:03.543044000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:03.550707000 UTC","pixel.everesttech.net","192.168.0.51"
"Mar 17, 2015 07:15:03.552276000 UTC","pixel.everesttech.net","192.168.0.51"
"Mar 17, 2015 07:15:03.556424000 UTC","match.adsrvr.org","192.168.0.51"
"Mar 17, 2015 07:15:03.565390000 UTC","match.adsrvr.org","192.168.0.51"
"Mar 17, 2015 07:15:03.583173000 UTC","px.owneriq.net","192.168.0.51"
"Mar 17, 2015 07:15:03.583181000 UTC","magnetic.t.domdex.com","192.168.0.51"
"Mar 17, 2015 07:15:03.586585000 UTC","magnetic.t.domdex.com","192.168.0.51"
"Mar 17, 2015 07:15:03.639990000 UTC","cm.adgrx.com","192.168.0.51"
"Mar 17, 2015 07:15:03.642386000 UTC","cas.pxl.ace.advertising.com","192.168.0.51"
"Mar 17, 2015 07:15:03.646416000 UTC","cas.pxl.ace.advertising.com","192.168.0.51"
"Mar 17, 2015 07:15:03.651010000 UTC","tags.bluekai.com","192.168.0.51"
"Mar 17, 2015 07:15:03.652152000 UTC","ads.servebom.com","192.168.0.51"
"Mar 17, 2015 07:15:03.668906000 UTC","ad.turn.com","192.168.0.51"
"Mar 17, 2015 07:15:03.717604000 UTC","adsby.bidtheatre.com","192.168.0.51"
"Mar 17, 2015 07:15:03.718454000 UTC","i.w55c.net","192.168.0.51"
"Mar 17, 2015 07:15:03.729277000 UTC","match.rundsp.com","192.168.0.51"
"Mar 17, 2015 07:15:03.768405000 UTC","ads.admized.com","192.168.0.51"
"Mar 17, 2015 07:15:03.770582000 UTC","match.basebanner.com","192.168.0.51"
"Mar 17, 2015 07:15:03.783295000 UTC","rtb.metrigo.com","192.168.0.51"
"Mar 17, 2015 07:15:03.785936000 UTC","pixel.sitescout.com","192.168.0.51"
"Mar 17, 2015 07:15:03.787083000 UTC","green.erne.co","192.168.0.51"
"Mar 17, 2015 07:15:03.794835000 UTC","i.ctnsnet.com","192.168.0.51"
"Mar 17, 2015 07:15:03.811658000 UTC","match.v1.rtb.revcloud.adaos-ads.net","192.168.0.51"
"Mar 17, 2015 07:15:03.856674000 UTC","um.simpli.fi","192.168.0.51"
"Mar 17, 2015 07:15:03.882583000 UTC","u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:03.882583000 UTC","u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:03.886902000 UTC","ads.heias.com","192.168.0.51"
"Mar 17, 2015 07:15:03.892129000 UTC","m.goadservices.com","192.168.0.51"
"Mar 17, 2015 07:15:03.896330000 UTC","pm-m.d.chango.com","192.168.0.51"
"Mar 17, 2015 07:15:03.900854000 UTC","rtd.tubemogul.com","192.168.0.51"
"Mar 17, 2015 07:15:03.905325000 UTC","dsum.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.905517000 UTC","dsum.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.905523000 UTC","dsum.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.905697000 UTC","dsum.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.905836000 UTC","dsum.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.939496000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.940166000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.941188000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.941424000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.941715000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.941735000 UTC","r.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.941927000 UTC","r.casalemedia.com","192.168.0.51"
"Mar 17, 2015 07:15:03.947348000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:03.950027000 UTC","idsync.fetchback.com","192.168.0.51"
"Mar 17, 2015 07:15:03.999885000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:04.005944000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:04.055262000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.055691000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.057441000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.058920000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.058921000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.058927000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.176739000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.177221000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.177443000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.179862000 UTC","image2.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:04.181200000 UTC","match.v1.rtb.revcloud.adaos-ads.net","192.168.0.51"
"Mar 17, 2015 07:15:04.846483000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:04.848425000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:04.880002000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:04.931953000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:04.965774000 UTC","pubads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:04.997765000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.024470000 UTC","r.turn.com","192.168.0.51"
"Mar 17, 2015 07:15:05.042723000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:15:05.079501000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.098431000 UTC","r.turn.com","192.168.0.51"
"Mar 17, 2015 07:15:05.109127000 UTC","ib.adnxs.com","192.168.0.51"
"Mar 17, 2015 07:15:05.139112000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.146943000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.200818000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.201468000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.203684000 UTC","d.p-td.com","192.168.0.51"
"Mar 17, 2015 07:15:05.267966000 UTC","d.p-td.com","192.168.0.51"
"Mar 17, 2015 07:15:05.354242000 UTC","d.audienceiq.com","192.168.0.51"
"Mar 17, 2015 07:15:05.424834000 UTC","ox-d.tmn.servedbyopenx.com","192.168.0.51"
"Mar 17, 2015 07:15:05.465422000 UTC","d.audienceiq.com","192.168.0.51"
"Mar 17, 2015 07:15:05.465483000 UTC","d.audienceiq.com","192.168.0.51"
"Mar 17, 2015 07:15:05.469233000 UTC","pubads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.480975000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.481146000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.489094000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.489103000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.499993000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.508885000 UTC","adfarm.mediaplex.com","192.168.0.51"
"Mar 17, 2015 07:15:05.511078000 UTC","bid.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.511099000 UTC","bid.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.517242000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.531945000 UTC","pixel.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.531956000 UTC","pixel.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.535190000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.538713000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.563448000 UTC","d5p.de17a.com","192.168.0.51"
"Mar 17, 2015 07:15:05.565332000 UTC","s0.2mdn.net","192.168.0.51"
"Mar 17, 2015 07:15:05.565726000 UTC","s0.2mdn.net","192.168.0.51"
"Mar 17, 2015 07:15:05.582349000 UTC","image4.pubmatic.com","192.168.0.51"
"Mar 17, 2015 07:15:05.601202000 UTC","d.audienceiq.com","192.168.0.51"
"Mar 17, 2015 07:15:05.624571000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.627448000 UTC","t2.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:05.639017000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.640665000 UTC","s0.2mdn.net","192.168.0.51"
"Mar 17, 2015 07:15:05.650594000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.666195000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.669186000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.670019000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:05.676483000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.722553000 UTC","pixel.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.750749000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.769254000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.771329000 UTC","ams-login.dotomi.com","192.168.0.51"
"Mar 17, 2015 07:15:05.801364000 UTC","us-u.openx.net","192.168.0.51"
"Mar 17, 2015 07:15:05.833071000 UTC","s0.2mdn.net","192.168.0.51"
"Mar 17, 2015 07:15:05.836774000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.839882000 UTC","pixel.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.919648000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.919650000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.920658000 UTC","adfarm.mediaplex.com","192.168.0.51"
"Mar 17, 2015 07:15:05.930246000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.957054000 UTC","ad.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:05.975884000 UTC","static.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.977303000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.977579000 UTC","static.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.978258000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:05.990087000 UTC","googleads.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:06.020103000 UTC","tags.bluekai.com","192.168.0.51"
"Mar 17, 2015 07:15:06.081930000 UTC","img-cdn.mediaplex.com","192.168.0.51"
"Mar 17, 2015 07:15:06.122081000 UTC","pixel.rubiconproject.com","192.168.0.51"
"Mar 17, 2015 07:15:06.133899000 UTC","bs.serving-sys.com","192.168.0.51"
"Mar 17, 2015 07:15:06.256687000 UTC","a01-viq.korrelate.net","192.168.0.51"
"Mar 17, 2015 07:15:06.307318000 UTC","t0.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.326905000 UTC","a01-viq.korrelate.net","192.168.0.51"
"Mar 17, 2015 07:15:06.337681000 UTC","t3.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.337760000 UTC","t3.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.363643000 UTC","t1.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.369728000 UTC","a01-viq.korrelate.net","192.168.0.51"
"Mar 17, 2015 07:15:06.375122000 UTC","t0.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.375235000 UTC","t3.gstatic.com","192.168.0.51"
"Mar 17, 2015 07:15:06.566095000 UTC","s1.adform.net","192.168.0.51"
"Mar 17, 2015 07:15:06.585624000 UTC","cm.g.doubleclick.net","192.168.0.51"
"Mar 17, 2015 07:15:06.741344000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.741583000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.741784000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.741922000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.742152000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.742244000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.766773000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:06.770016000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.787397000 UTC","www.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.851867000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.852283000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.858366000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:06.865024000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.867041000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.880237000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.916392000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.935094000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.948322000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.981536000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:06.990096000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.008020000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.018917000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.038882000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.050604000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.066667000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.073662000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.077410000 UTC","cdn5.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.190222000 UTC","i.imgur.com","192.168.0.51"
"Mar 17, 2015 07:15:07.239915000 UTC","cdn3.howtogeek.com","192.168.0.51"
"Mar 17, 2015 07:15:07.859112000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:10.794761000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:10.907281000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:20.852444000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:20.902464000 UTC","dt.adsafeprotected.com","192.168.0.51"
"Mar 17, 2015 07:15:24.834746000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:25.088454000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:25.387723000 UTC","pagead2.googlesyndication.com","192.168.0.51"
"Mar 17, 2015 07:15:25.413429000 UTC","pagead2.googlesyndication.com","192.168.0.51"
